0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,X
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,4,1
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,4,1
0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,4,8,3
0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,4,16,3
0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,8,20,1
0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,8,24,3
0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,8,32,1
0,2,0,0,0,0,0,2,0,0,0,0,0,0,8,8,48,1
0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,16,52,2
2,0,0,4,2,0,0,16,0,0,0,0,0,0,0,0,56,2
4,0,0,4,0,0,0,16,0,0,0,4,0,0,0,0,64,1
2,0,0,8,0,0,0,16,0,0,0,4,0,0,0,0,64,3
0,0,0,0,0,0,0,8,0,0,0,16,2,2,0,4,68,1
0,0,0,0,2,0,0,8,0,0,0,16,0,0,4,4,76,1
0,0,0,0,0,0,2,8,0,2,0,16,0,0,0,8,76,3
0,0,0,0,0,0,0,8,0,0,2,16,0,2,2,8,80,1
0,2,0,0,0,0,0,8,0,0,2,16,0,0,4,8,80,3
0,0,0,2,0,0,0,8,0,0,2,16,0,2,4,8,80,2
2,2,2,2,0,0,4,8,0,0,0,16,0,0,0,8,88,1
2,0,4,4,0,0,4,8,0,0,0,16,0,0,0,8,96,1
0,2,2,8,0,0,4,8,0,0,0,16,0,0,0,8,112,3
0,0,0,0,0,2,0,16,0,0,2,16,0,2,4,8,148,3
0,0,0,0,0,0,0,0,2,0,2,32,0,4,4,8,160,1
0,0,0,0,0,0,2,0,0,0,4,32,0,0,8,8,176,1
0,2,0,0,0,0,0,2,0,0,4,32,0,0,0,16,176,1
2,0,0,2,0,0,0,2,0,0,4,32,0,0,0,16,180,3
0,0,0,0,0,2,0,4,0,0,0,32,2,0,4,16,180,3
0,0,0,0,2,0,0,4,0,0,0,32,2,2,4,16,184,1
0,2,0,0,0,0,2,4,0,0,0,32,0,4,4,16,192,1
0,0,2,2,0,0,2,4,0,0,0,32,0,0,8,16,196,2
0,0,4,2,0,0,8,4,0,0,0,32,0,4,0,16,196,3
0,0,0,2,0,0,0,4,0,0,4,32,2,4,8,16,196,2
2,4,4,2,0,0,8,4,0,0,2,32,0,0,0,16,196,3
0,0,2,2,0,0,4,4,0,0,8,32,2,4,2,16,208,1
0,0,0,4,0,0,0,8,0,2,8,32,2,4,2,16,208,2
2,2,8,4,0,4,2,8,0,0,2,32,0,0,0,16,212,3
0,0,2,4,0,0,0,8,0,2,8,32,2,4,4,16,212,2
2,2,2,4,2,4,8,8,0,0,4,32,0,0,0,16,232,1
0,2,4,4,2,2,4,16,0,0,4,32,0,0,0,16,244,1
0,0,2,8,2,4,4,16,0,0,4,32,0,0,0,16,252,1
0,0,2,8,0,2,8,16,0,0,4,32,0,0,2,16,252,2
0,2,2,8,0,0,8,16,0,0,4,32,2,0,2,16,260,1
0,0,4,8,0,0,8,16,2,0,4,32,0,0,4,16,268,3
0,0,0,8,0,0,4,16,0,4,8,32,2,0,8,16,284,3
0,0,0,8,0,0,0,16,0,2,4,32,2,4,16,16,316,1
0,0,0,8,0,0,2,16,0,2,4,32,0,2,4,32,392,3
0,0,0,0,0,2,0,8,0,0,2,16,0,4,8,64,392,3
0,0,0,0,0,0,0,8,2,2,2,16,0,4,8,64,396,1
0,0,0,0,0,0,2,8,0,2,4,16,0,4,8,64,396,2
4,2,2,8,0,4,4,16,0,0,8,64,0,0,0,0,408,1
0,4,4,8,0,0,8,16,0,2,8,64,0,0,0,0,416,1
0,0,8,8,0,0,8,16,0,2,8,64,0,2,0,0,432,1
0,0,2,16,0,0,8,16,0,2,8,64,0,0,0,2,480,3
0,0,0,0,0,2,0,32,0,0,2,64,0,2,16,2,484,2
0,4,2,32,2,0,16,64,0,0,0,2,0,0,0,0,484,1
0,4,2,32,0,2,16,64,0,0,0,2,0,2,0,0,488,3
2,0,0,0,0,0,0,32,0,4,2,64,0,4,16,2,496,3
2,0,0,0,0,0,0,32,0,0,2,64,2,8,16,2,496,1
0,2,0,2,0,0,0,32,0,0,2,64,2,8,16,2,496,2
2,2,2,2,2,8,16,32,0,0,0,64,0,0,0,2,504,1
0,0,4,4,2,8,16,32,0,2,0,64,0,0,0,2,512,1
0,0,0,8,2,8,16,32,0,0,2,64,0,0,2,2,516,1
0,0,0,8,2,8,16,32,0,0,2,64,0,2,0,4,516,2
2,8,16,8,2,2,2,32,0,0,0,64,0,0,0,4,520,1
2,8,16,8,0,2,4,32,2,0,0,64,0,0,0,4,520,1
2,8,16,8,0,2,4,32,4,0,2,64,0,0,0,4,520,3
0,2,0,8,0,0,16,32,2,8,4,64,4,2,2,4,524,1
2,0,2,8,0,0,16,32,2,8,4,64,0,4,4,4,536,1
2,0,4,8,0,0,16,32,2,8,4,64,0,0,4,8,548,3
0,4,0,8,0,0,4,32,0,0,16,64,4,8,8,8,564,1
4,0,4,8,0,0,4,32,0,0,16,64,0,4,8,16,572,2
4,4,8,8,0,0,16,32,2,0,8,64,0,0,0,16,596,1
0,0,8,16,4,0,16,32,0,2,8,64,0,0,0,16,596,3
0,0,0,16,2,0,8,32,0,0,16,64,4,2,8,16,596,2
2,2,8,16,4,0,16,32,0,0,8,64,4,0,0,16,600,1
0,4,8,16,0,4,16,32,0,0,8,64,0,2,4,16,608,2
0,8,8,16,2,2,16,32,0,0,8,64,0,0,4,16,628,1
0,0,16,16,0,4,16,32,4,0,8,64,0,0,4,16,660,1
0,0,0,32,2,4,16,32,0,4,8,64,0,0,4,16,732,3
0,4,0,0,0,0,16,64,0,0,8,64,2,8,4,16,860,3
0,0,0,0,0,0,16,0,2,4,8,128,2,8,4,16,864,3
0,0,0,0,0,0,16,4,0,4,8,128,4,8,4,16,864,2
4,4,16,4,0,8,8,128,0,0,4,16,0,0,2,0,888,1
0,8,16,4,0,0,16,128,0,2,4,16,0,0,0,2,920,2
0,8,32,4,0,2,4,128,0,2,0,16,0,0,0,2,924,2
0,8,32,4,2,4,4,128,0,0,0,16,0,0,0,2,932,1
0,8,32,4,0,2,8,128,0,0,0,16,0,0,2,2,932,3
0,0,2,4,0,0,32,128,0,8,8,16,0,2,2,2,952,1
0,2,2,4,0,0,32,128,0,0,16,16,0,0,2,4,988,1
2,0,4,4,0,0,32,128,0,0,0,32,0,0,2,4,996,1
0,2,2,8,0,0,32,128,0,0,0,32,0,0,2,4,1000,1
0,0,4,8,0,0,32,128,2,0,0,32,0,0,2,4,1000,1
0,0,4,8,0,0,32,128,0,0,2,32,0,2,2,4,1004,1
0,2,4,8,0,0,32,128,0,0,2,32,0,0,4,4,1012,1
0,2,4,8,2,0,32,128,0,0,2,32,0,0,0,8,1012,2
2,2,4,8,0,2,32,128,0,0,2,32,0,0,0,8,1016,1
0,4,4,8,0,2,32,128,0,0,2,32,2,0,0,8,1024,1
0,0,8,8,2,2,32,128,0,0,2,32,0,0,2,8,1044,1
0,0,0,16,2,4,32,128,0,0,2,32,0,0,2,8,1048,3
0,0,0,16,0,0,0,128,2,0,32,32,2,4,4,8,1052,2
4,4,32,16,0,2,4,128,0,0,0,32,0,0,0,8,1052,3
0,0,0,16,0,4,0,128,0,4,32,32,4,2,4,8,1060,3
0,0,0,16,0,0,2,128,0,8,32,32,4,2,4,8,1060,2
4,8,2,16,2,2,32,128,0,0,4,32,0,0,0,8,1064,1
4,8,2,16,0,4,32,128,0,0,4,32,0,0,2,8,1064,3
0,0,2,16,0,0,32,128,2,8,4,32,4,4,2,8,1072,1
0,2,2,16,0,0,32,128,2,8,4,32,0,8,2,8,1088,2
2,2,2,16,2,16,32,128,0,0,4,32,0,0,2,8,1092,1
4,2,4,16,2,16,32,128,0,0,4,32,0,0,2,8,1092,3
0,0,4,16,2,0,32,128,4,2,4,32,2,16,2,8,1092,2
2,2,4,16,4,16,32,128,2,0,4,32,0,4,2,8,1096,1
0,4,4,16,4,16,32,128,2,2,4,32,0,4,2,8,1108,1
0,2,8,16,4,16,32,128,0,4,4,32,0,4,2,8,1116,1
2,2,8,16,4,16,32,128,0,0,8,32,0,4,2,8,1116,2
2,2,8,16,4,16,32,128,0,4,8,32,0,2,2,8,1116,3
2,2,8,16,0,16,32,128,2,4,8,32,4,2,2,8,1124,1
0,4,8,16,2,16,32,128,2,4,8,32,0,4,4,8,1132,1
0,4,8,16,2,16,32,128,2,4,8,32,2,0,8,8,1148,1
0,4,8,16,2,16,32,128,2,4,8,32,2,0,2,16,1152,3
0,0,8,16,2,4,32,128,2,16,8,32,4,4,2,16,1160,1
0,2,8,16,2,4,32,128,2,16,8,32,0,8,2,16,1164,2
4,2,8,16,0,4,32,128,4,16,8,32,0,8,2,16,1172,3
0,2,8,16,0,4,32,128,2,16,8,32,8,8,2,16,1188,1
2,2,8,16,0,4,32,128,2,16,8,32,0,16,2,16,1192,1
0,4,8,16,2,4,32,128,2,16,8,32,0,16,2,16,1236,2
4,8,8,16,0,32,32,128,0,0,8,32,0,2,2,16,1320,1
0,4,16,16,0,0,64,128,2,0,8,32,0,0,4,16,1352,1
0,0,4,32,0,0,64,128,0,2,8,32,2,0,4,16,1352,3
0,0,4,32,0,0,64,128,2,0,8,32,2,2,4,16,1356,1
2,0,4,32,0,0,64,128,0,2,8,32,0,4,4,16,1364,1
2,2,4,32,0,0,64,128,0,2,8,32,0,0,8,16,1384,3
2,0,0,32,0,0,4,128,0,0,64,32,2,4,16,16,1416,1
0,2,2,32,0,0,4,128,0,0,64,32,0,2,4,32,1484,2
0,4,2,32,0,0,4,128,2,0,64,64,0,0,4,0,1484,3
0,0,2,0,2,0,4,32,0,0,64,128,2,4,4,64,1492,1
0,0,0,2,0,2,4,32,0,0,64,128,2,2,8,64,1496,1
2,0,0,2,0,2,4,32,0,0,64,128,0,4,8,64,1500,1
0,0,0,4,0,2,4,32,0,2,64,128,0,4,8,64,1504,3
0,0,0,4,0,0,4,32,0,4,64,128,2,4,8,64,1512,3
0,0,0,4,2,0,4,32,0,0,64,128,2,8,8,64,1528,1
0,0,0,4,0,2,4,32,0,0,64,128,2,2,16,64,1532,3
0,0,0,4,2,0,4,32,0,0,64,128,2,4,16,64,1532,1
2,0,0,4,0,2,4,32,0,0,64,128,2,4,16,64,1532,1
0,0,2,4,0,2,4,32,0,2,64,128,2,4,16,64,1536,2
2,4,2,4,4,4,4,32,0,0,64,128,0,0,16,64,1544,1
2,4,2,4,0,4,8,32,0,2,64,128,0,0,16,64,1552,3
0,2,2,4,0,0,8,32,0,8,64,128,2,2,16,64,1552,2
2,2,2,4,0,8,8,32,0,2,64,128,0,2,16,64,1572,1
0,2,4,4,0,0,16,32,2,2,64,128,0,2,16,64,1584,1
0,0,2,8,0,2,16,32,0,4,64,128,0,2,16,64,1584,2
2,2,2,8,0,4,16,32,0,2,64,128,0,0,16,64,1588,1
0,2,4,8,0,4,16,32,0,2,64,128,0,2,16,64,1592,3
4,0,4,8,0,2,16,32,0,4,64,128,0,4,16,64,1600,3
